param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
45,0,45,93,3,45,,,,,,,0.029,0.,0.029,0.01,0.,0.01,,,,,,
45,1,15,97,7,45,0.009,0.,0.009,0.008,0.,0.008,0.028,0.,0.028,0.009,0.,0.009,0.02,0.,0.02,0.008,0.,0.008
45,3,3,121,31,45,0.003,0.,0.003,0.004,0.002,0.001,0.033,0.007,0.025,0.007,0.,0.007,0.022,0.011,0.01,0.004,0.,0.004
46,0,46,95,3,46,0.01,0.,0.01,,,,0.03,0.,0.03,0.01,0.,0.01,0.026,0.,0.026,0.01,0.,0.01
47,0,47,97,3,47,,,,,,,0.108,0.,0.108,0.01,0.,0.01,,,,,,
48,0,48,99,3,48,,,,,,,0.034,0.,0.034,0.012,0.,0.012,,,,,,
48,1,16,103,7,48,,,,,,,0.035,0.003,0.031,0.01,0.,0.01,0.024,0.,0.024,,,
49,0,49,101,3,49,0.011,0.,0.011,0.016,0.008,0.008,0.037,0.,0.037,0.011,0.,0.011,0.028,0.,0.028,0.011,0.,0.011
49,2,7,113,15,49,0.005,0.,0.005,0.005,0.,0.005,0.031,0.,0.031,0.014,0.,0.014,0.02,0.,0.02,0.006,0.,0.006
50,0,50,103,3,50,,,,,,,0.036,0.,0.036,0.012,0.,0.012,,,,,,
51,0,51,105,3,51,,,,,,,0.085,0.,0.085,0.012,0.,0.012,,,,,,
51,1,17,109,7,51,0.008,0.,0.008,0.009,0.,0.009,0.035,0.,0.035,0.01,0.,0.01,0.025,0.,0.025,0.011,0.,0.011
52,0,52,107,3,52,0.03,0.,0.03,,,,0.038,0.,0.038,0.019,0.,0.019,0.03,0.,0.03,0.012,0.,0.012
53,0,53,109,3,53,,,,,,,0.044,0.,0.044,0.013,0.,0.013,,,,,,
54,0,54,111,3,54,,,,,,,0.041,0.,0.041,0.013,0.,0.013,,,,,,
54,1,18,115,7,54,,,,,,,0.092,0.,0.092,0.014,0.,0.014,0.028,0.,0.028,,,
55,0,55,113,3,55,0.014,0.,0.014,0.06,0.007,0.053,0.063,0.,0.063,0.016,0.,0.016,0.034,0.,0.034,0.013,0.,0.013
56,0,56,115,3,56,,,,,,,0.044,0.,0.044,0.014,0.,0.014,,,,,,
56,2,8,127,15,56,0.007,0.,0.007,0.008,0.,0.008,0.04,0.,0.04,0.011,0.002,0.008,0.024,0.,0.024,0.008,0.,0.008
57,0,57,117,3,57,,,,,,,0.046,0.,0.046,0.015,0.,0.015,,,,,,
57,1,19,121,7,57,0.01,0.,0.01,0.01,0.,0.01,0.043,0.,0.043,0.013,0.,0.013,0.029,0.,0.029,0.011,0.,0.011
58,0,58,119,3,58,0.015,0.,0.015,,,,0.047,0.,0.047,0.026,0.,0.026,0.042,0.,0.042,0.036,0.,0.036
59,0,59,121,3,59,,,,,,,0.049,0.,0.049,0.016,0.,0.016,,,,,,
60,0,60,123,3,60,,,,,,,0.052,0.,0.052,0.016,0.,0.016,,,,,,
60,1,20,127,7,60,,,,,,,0.049,0.,0.049,0.014,0.,0.014,0.032,0.,0.032,,,
60,3,4,151,31,60,0.005,0.,0.005,0.007,0.003,0.003,0.098,0.023,0.074,0.011,0.,0.011,0.077,0.027,0.049,0.007,0.,0.007
61,0,61,125,3,61,0.018,0.,0.018,0.017,0.,0.016,0.06,0.,0.06,0.017,0.,0.017,0.039,0.,0.039,0.016,0.,0.016
62,0,62,127,3,62,,,,,,,0.054,0.,0.054,0.017,0.,0.017,,,,,,
62,4,2,187,63,62,0.004,0.,0.004,0.005,0.,0.005,0.04,0.,0.04,0.012,0.,0.012,0.023,0.,0.023,0.005,0.,0.005
63,0,63,129,3,63,,,,,,,0.057,0.,0.057,0.02,0.,0.02,,,,,,
63,1,21,133,7,63,0.012,0.,0.012,0.013,0.,0.013,0.059,0.,0.059,0.015,0.,0.015,0.036,0.,0.036,0.014,0.,0.014
63,2,9,141,15,63,0.008,0.,0.008,0.008,0.,0.008,0.053,0.,0.053,0.013,0.,0.013,0.03,0.,0.03,0.01,0.,0.01
63,5,1,253,127,63,0.005,0.,0.005,0.003,0.,0.003,0.034,0.,0.034,0.014,0.003,0.01,0.022,0.,0.022,0.004,0.,0.004
64,0,64,131,3,64,0.018,0.,0.018,,,,0.067,0.,0.067,0.018,0.,0.018,0.044,0.,0.044,0.018,0.,0.018
65,0,65,133,3,65,,,,,,,0.057,0.,0.057,0.019,0.,0.019,,,,,,
66,0,66,135,3,66,,,,,,,0.059,0.,0.059,0.095,0.003,0.09,,,,,,
66,1,22,139,7,66,,,,,,,0.057,0.,0.057,0.016,0.,0.016,0.037,0.,0.037,,,
67,0,67,137,3,67,0.019,0.,0.019,0.038,0.,0.038,0.069,0.,0.069,0.019,0.,0.019,0.054,0.,0.054,0.02,0.,0.019
68,0,68,139,3,68,,,,,,,,,,0.022,0.,0.022,,,,,,
69,0,69,141,3,69,,,,,,,,,,0.021,0.,0.021,,,,,,
69,1,23,145,7,69,0.016,0.,0.016,0.014,0.,0.014,0.063,0.,0.063,0.018,0.,0.018,0.04,0.,0.04,0.016,0.,0.016
70,0,70,143,3,70,0.021,0.,0.021,,,,,,,0.058,0.,0.058,0.048,0.,0.048,0.022,0.,0.022
70,2,10,155,15,70,0.009,0.,0.009,0.009,0.,0.009,0.06,0.,0.06,0.018,0.,0.018,0.034,0.,0.034,0.011,0.,0.011
71,0,71,145,3,71,,,,,,,,,,0.022,0.,0.022,,,,,,
72,0,72,147,3,72,,,,,,,,,,0.025,0.,0.025,,,,,,
72,1,24,151,7,72,,,,,,,,,,0.021,0.,0.021,0.043,0.,0.043,,,
73,0,73,149,3,73,0.022,0.,0.022,0.023,0.,0.023,,,,0.023,0.,0.023,0.053,0.,0.053,0.023,0.,0.023
74,0,74,151,3,74,,,,,,,0.077,0.,0.077,0.043,0.,0.043,,,,,,
75,0,75,153,3,75,,,,,,,,,,0.024,0.,0.024,,,,,,
75,1,25,157,7,75,0.016,0.,0.016,0.017,0.,0.017,,,,0.021,0.003,0.017,0.046,0.,0.046,0.028,0.,0.028
75,3,5,181,31,75,0.007,0.,0.007,0.01,0.003,0.007,0.09,0.002,0.085,0.025,0.,0.025,0.032,0.,0.032,0.009,0.,0.009
76,0,76,155,3,76,0.025,0.,0.025,,,,,,,0.027,0.,0.027,0.128,0.,0.128,0.025,0.,0.025
77,0,77,157,3,77,,,,,,,,,,0.026,0.,0.026,,,,,,
77,2,11,169,15,77,0.012,0.,0.012,0.011,0.,0.011,,,,0.018,0.,0.018,0.04,0.,0.04,0.033,0.,0.033
78,0,78,159,3,78,,,,,,,,,,0.026,0.,0.026,,,,,,
78,1,26,163,7,78,,,,,,,0.077,0.,0.077,0.023,0.,0.023,0.05,0.,0.05,,,
79,0,79,161,3,79,0.025,0.,0.025,0.029,0.,0.029,,,,0.027,0.,0.027,0.06,0.,0.06,0.026,0.,0.026
80,0,80,163,3,80,,,,,,,,,,0.029,0.003,0.026,,,,,,
81,0,81,165,3,81,,,,,,,0.096,0.003,0.092,0.036,0.,0.036,,,,,,
81,1,27,169,7,81,0.019,0.,0.019,0.019,0.,0.019,,,,0.024,0.,0.024,0.052,0.,0.052,0.021,0.,0.021
82,0,82,167,3,82,0.034,0.,0.034,,,,,,,0.029,0.,0.029,0.066,0.,0.066,0.028,0.,0.028
83,0,83,169,3,83,,,,,,,,,,0.031,0.,0.031,,,,,,
84,0,84,171,3,84,,,,,,,,,,0.042,0.,0.042,,,,,,
84,1,28,175,7,84,,,,,,,,,,0.028,0.,0.028,0.056,0.,0.056,,,
84,2,12,183,15,84,0.013,0.,0.013,0.013,0.,0.013,0.083,0.,0.083,0.021,0.,0.021,0.046,0.,0.046,0.015,0.,0.015
85,0,85,173,3,85,0.031,0.,0.031,0.03,0.,0.03,,,,0.031,0.,0.031,0.085,0.,0.085,0.03,0.,0.03
86,0,86,175,3,86,,,,,,,,,,0.032,0.,0.032,,,,,,
87,0,87,177,3,87,,,,,,,,,,0.035,0.,0.035,,,,,,
87,1,29,181,7,87,0.021,0.,0.021,0.023,0.,0.023,0.098,0.,0.098,0.027,0.,0.027,0.061,0.,0.061,0.024,0.,0.024
88,0,88,179,3,88,0.031,0.,0.031,,,,0.109,0.,0.109,0.033,0.,0.033,0.071,0.,0.071,0.039,0.,0.039
89,0,89,181,3,89,,,,,,,,,,0.105,0.,0.105,,,,,,
90,0,90,183,3,90,,,,,,,,,,0.036,0.,0.036,,,,,,
90,1,30,187,7,90,,,,,,,,,,0.029,0.,0.029,0.062,0.,0.062,,,
90,3,6,211,31,90,0.011,0.,0.011,0.014,0.008,0.005,0.097,0.004,0.092,0.02,0.,0.02,0.06,0.,0.06,0.013,0.,0.013
91,0,91,185,3,91,0.043,0.,0.043,0.034,0.,0.034,,,,0.071,0.,0.071,0.076,0.,0.076,0.034,0.,0.034
91,2,13,197,15,91,0.014,0.,0.014,0.016,0.,0.016,,,,0.024,0.,0.024,0.052,0.,0.052,0.018,0.,0.018
92,0,92,187,3,92,,,,,,,,,,0.035,0.,0.035,,,,,,
93,0,93,189,3,93,,,,,,,,,,0.039,0.,0.039,,,,,,
93,1,31,193,7,93,0.023,0.,0.023,0.024,0.,0.024,,,,0.034,0.,0.034,0.067,0.,0.067,0.027,0.,0.027
93,4,3,249,63,93,0.007,0.,0.007,0.006,0.,0.006,0.094,0.,0.094,0.019,0.,0.019,0.041,0.,0.041,0.008,0.,0.008
94,0,94,191,3,94,0.035,0.,0.035,,,,,,,0.057,0.,0.057,0.09,0.,0.09,0.04,0.,0.04
95,0,95,193,3,95,,,,,,,0.119,0.,0.119,0.041,0.,0.041,,,,,,
96,0,96,195,3,96,,,,,,,,,,0.039,0.,0.039,,,,,,
96,1,32,199,7,96,,,,,,,0.118,0.,0.118,0.032,0.,0.032,0.072,0.,0.072,,,
97,0,97,197,3,97,0.037,0.,0.037,0.04,0.,0.04,,,,0.039,0.,0.039,0.093,0.,0.093,0.038,0.,0.038
98,0,98,199,3,98,,,,,,,,,,0.042,0.,0.042,,,,,,
98,2,14,211,15,98,0.017,0.,0.017,0.017,0.,0.017,0.122,0.,0.122,0.027,0.,0.027,0.063,0.,0.063,0.02,0.,0.02
99,0,99,201,3,99,,,,,,,,,,0.041,0.,0.041,,,,,,
99,1,33,205,7,99,0.027,0.,0.027,0.068,0.,0.068,,,,0.035,0.,0.035,0.073,0.,0.073,0.031,0.,0.031
100,0,100,203,3,100,0.04,0.,0.04,,,,,,,0.044,0.,0.044,0.089,0.,0.089,0.05,0.,0.05
101,0,101,205,3,101,,,,,,,,,,0.043,0.,0.043,,,,,,
102,0,102,207,3,102,,,,,,,,,,0.047,0.,0.047,,,,,,
102,1,34,211,7,102,,,,,,,0.14,0.,0.14,0.039,0.003,0.035,0.077,0.,0.077,,,
103,0,103,209,3,103,0.114,0.,0.114,0.042,0.,0.042,,,,0.045,0.,0.045,0.169,0.,0.169,0.043,0.,0.043
104,0,104,211,3,104,,,,,,,,,,0.048,0.,0.048,,,,,,
105,0,105,213,3,105,,,,,,,,,,0.046,0.,0.046,,,,,,
105,1,35,217,7,105,0.029,0.,0.029,0.03,0.,0.03,,,,0.038,0.,0.038,0.083,0.,0.083,0.036,0.,0.036
105,2,15,225,15,105,0.019,0.,0.019,0.019,0.,0.019,,,,0.031,0.,0.031,0.067,0.,0.067,0.025,0.,0.025
105,3,7,241,31,105,0.012,0.,0.012,0.017,0.007,0.009,0.131,0.,0.131,0.028,0.,0.028,0.056,0.,0.056,0.018,0.015,0.002
106,0,106,215,3,106,0.045,0.,0.045,,,,,,,0.05,0.,0.05,0.138,0.,0.138,0.045,0.,0.045
107,0,107,217,3,107,,,,,,,,,,0.049,0.,0.049,,,,,,
108,0,108,219,3,108,,,,,,,,,,0.053,0.003,0.049,,,,,,
108,1,36,223,7,108,,,,,,,,,,0.04,0.,0.04,0.087,0.003,0.083,,,
109,0,109,221,3,109,0.082,0.,0.082,0.053,0.,0.053,,,,0.051,0.,0.051,0.122,0.,0.122,0.049,0.,0.049
110,0,110,223,3,110,,,,,,,,,,0.053,0.,0.053,,,,,,
111,0,111,225,3,111,,,,,,,,,,0.051,0.,0.051,,,,,,
111,1,37,229,7,111,0.032,0.,0.032,0.034,0.,0.034,,,,0.043,0.,0.043,0.093,0.,0.093,0.037,0.,0.037
112,0,112,227,3,112,0.05,0.,0.05,,,,,,,0.055,0.,0.055,0.109,0.,0.109,0.127,0.,0.127
112,2,16,239,15,112,0.021,0.,0.021,0.021,0.,0.021,,,,0.037,0.,0.037,0.078,0.,0.078,0.025,0.,0.025
113,0,113,229,3,113,,,,,,,,,,0.053,0.,0.053,,,,,,
114,0,114,231,3,114,,,,,,,,,,0.057,0.,0.057,,,,,,
114,1,38,235,7,114,,,,,,,,,,0.045,0.,0.045,0.097,0.,0.097,,,
115,0,115,233,3,115,0.068,0.,0.068,0.052,0.,0.052,,,,0.067,0.,0.067,0.114,0.,0.114,0.056,0.,0.056
116,0,116,235,3,116,,,,,,,,,,0.058,0.,0.058,,,,,,
117,0,117,237,3,117,,,,,,,,,,0.059,0.,0.059,,,,,,
117,1,39,241,7,117,0.037,0.,0.037,0.04,0.,0.04,,,,0.048,0.,0.048,0.1,0.,0.1,0.118,0.,0.118
118,0,118,239,3,118,0.055,0.,0.055,,,,,,,0.058,0.,0.058,0.118,0.,0.118,0.095,0.,0.095
119,0,119,241,3,119,,,,,,,,,,0.061,0.,0.061,,,,,,
119,2,17,253,15,119,0.024,0.,0.024,0.023,0.,0.023,,,,0.041,0.,0.041,0.082,0.,0.082,0.028,0.,0.028
120,0,120,243,3,120,,,,,,,,,,0.066,0.,0.066,,,,,,
120,1,40,247,7,120,,,,,,,,,,0.049,0.,0.049,0.105,0.,0.105,,,
120,3,8,271,31,120,0.015,0.,0.015,0.061,0.007,0.054,0.179,0.,0.178,0.032,0.,0.032,0.07,0.,0.07,0.067,0.019,0.047
121,0,121,245,3,121,0.055,0.,0.055,0.065,0.,0.065,,,,0.062,0.,0.062,0.126,0.003,0.122,0.063,0.003,0.059
122,0,122,247,3,122,,,,,,,,,,0.063,0.,0.063,,,,,,
123,0,123,249,3,123,,,,,,,,,,0.069,0.,0.069,,,,,,
123,1,41,253,7,123,0.04,0.,0.04,0.043,0.,0.043,,,,0.057,0.003,0.053,0.11,0.,0.11,0.048,0.,0.048
124,0,124,251,3,124,0.059,0.,0.059,,,,,,,0.068,0.,0.068,0.131,0.,0.131,0.079,0.,0.079
124,4,4,311,63,124,0.01,0.,0.01,0.01,0.,0.01,0.181,0.003,0.177,0.029,0.,0.029,0.059,0.,0.059,0.012,0.003,0.009
125,0,125,253,3,125,,,,,,,,,,0.086,0.,0.086,,,,,,
126,0,126,255,3,126,,,,,,,,,,0.088,0.,0.088,,,,,,
126,1,42,259,7,126,,,,,,,,,,0.061,0.,0.061,0.113,0.,0.113,,,
126,2,18,267,15,126,0.026,0.,0.026,0.026,0.,0.026,,,,0.046,0.,0.046,0.089,0.,0.089,0.031,0.,0.031
126,5,2,379,127,126,0.009,0.,0.009,0.007,0.,0.007,,,,0.029,0.,0.029,0.054,0.,0.054,0.009,0.,0.009
127,0,127,257,3,127,0.068,0.,0.068,0.064,0.,0.064,,,,0.068,0.,0.068,0.133,0.,0.133,0.069,0.,0.069
127,6,1,509,255,127,0.009,0.,0.009,0.006,0.,0.006,0.116,0.,0.116,0.036,0.,0.036,0.056,0.,0.056,0.007,0.002,0.005
128,0,128,259,3,128,,,,,,,,,,0.072,0.,0.072,,,,,,
129,0,129,261,3,129,,,,,,,,,,0.072,0.,0.072,0.147,0.,0.147,,,
129,1,43,265,7,129,0.043,0.,0.042,0.043,0.,0.043,,,,0.057,0.,0.057,0.115,0.,0.115,0.089,0.,0.088
130,0,130,263,3,130,0.074,0.,0.074,,,,,,,0.071,0.,0.071,,,,0.066,0.,0.066
131,0,131,265,3,131,,,,,,,,,,0.082,0.,0.082,,,,,,
132,0,132,267,3,132,,,,,,,,,,0.079,0.,0.079,,,,,,
132,1,44,271,7,132,,,,,,,0.293,0.007,0.285,0.061,0.,0.061,,,,,,
133,0,133,269,3,133,0.065,0.,0.065,0.142,0.,0.142,,,,0.087,0.,0.087,,,,0.073,0.,0.073
133,2,19,281,15,133,0.028,0.,0.028,0.031,0.,0.031,,,,0.051,0.,0.051,0.105,0.,0.105,0.038,0.,0.037
134,0,134,271,3,134,,,,,,,,,,0.082,0.,0.082,,,,,,
135,0,135,273,3,135,,,,,,,,,,0.091,0.,0.091,,,,,,
135,1,45,277,7,135,0.046,0.002,0.043,0.047,0.,0.047,,,,0.062,0.,0.062,,,,0.053,0.,0.053
135,3,9,301,31,135,0.019,0.,0.019,0.018,0.,0.018,0.27,0.003,0.266,0.042,0.,0.042,0.09,0.,0.09,0.02,0.,0.02
136,0,136,275,3,136,0.147,0.,0.146,,,,,,,0.083,0.,0.083,,,,0.08,0.,0.08
137,0,137,277,3,137,,,,,,,,,,0.079,0.,0.079,,,,,,
138,0,138,279,3,138,,,,,,,,,,0.085,0.,0.085,,,,,,
138,1,46,283,7,138,,,,,,,,,,0.09,0.,0.09,,,,0.061,0.,0.061
139,0,139,281,3,139,0.075,0.,0.075,0.111,0.,0.111,,,,0.085,0.,0.085,,,,,,
140,0,140,283,3,140,,,,,,,,,,0.098,0.,0.098,,,,,,
140,2,20,295,15,140,0.033,0.,0.033,0.031,0.,0.031,,,,0.056,0.,0.056,,,,0.041,0.,0.041
141,0,141,285,3,141,,,,,,,,,,0.096,0.,0.096,,,,,,
141,1,47,289,7,141,0.049,0.,0.049,0.051,0.,0.051,,,,0.07,0.,0.07,,,,,,
142,0,142,287,3,142,0.111,0.,0.111,,,,,,,0.088,0.,0.088,,,,,,
143,0,143,289,3,143,,,,,,,,,,0.085,0.,0.085,,,,,,
144,0,144,291,3,144,,,,,,,,,,0.092,0.,0.092,,,,,,
144,1,48,295,7,144,,,,,,,,,,0.071,0.,0.071,,,,,,
