param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
85,0,85,173,3,85,0.052,0.,0.052,0.047,0.,0.047,,,,0.045,0.,0.045,0.096,0.,0.096,0.096,0.,0.096
86,0,86,175,3,86,,,,,,,,,,0.048,0.003,0.045,,,,,,
87,0,87,177,3,87,,,,,,,,,,0.054,0.,0.054,,,,,,
87,1,29,181,7,87,0.033,0.,0.033,0.035,0.,0.035,0.137,0.,0.137,0.041,0.,0.041,0.097,0.,0.097,0.056,0.,0.056
88,0,88,179,3,88,0.078,0.,0.078,,,,0.139,0.,0.139,0.05,0.,0.049,0.102,0.,0.101,0.074,0.,0.074
89,0,89,181,3,89,,,,,,,,,,0.051,0.,0.051,,,,,,
90,0,90,183,3,90,,,,,,,,,,0.052,0.,0.052,,,,,,
90,1,30,187,7,90,,,,,,,,,,0.046,0.,0.046,0.103,0.,0.103,,,
90,3,6,211,31,90,0.016,0.,0.016,0.015,0.,0.015,0.168,0.,0.168,0.031,0.,0.031,0.084,0.,0.084,0.108,0.003,0.104
91,0,91,185,3,91,0.051,0.,0.051,0.065,0.,0.065,,,,0.051,0.,0.051,0.108,0.,0.108,0.081,0.,0.081
91,2,13,197,15,91,0.023,0.,0.023,0.025,0.,0.025,,,,0.046,0.,0.046,0.077,0.,0.077,0.042,0.,0.042
92,0,92,187,3,92,,,,,,,,,,0.053,0.,0.053,,,,,,
93,0,93,189,3,93,,,,,,,,,,0.052,0.,0.052,,,,,,
93,1,31,193,7,93,0.037,0.,0.037,0.041,0.,0.041,,,,0.045,0.,0.045,0.103,0.,0.103,0.064,0.,0.064
93,4,3,249,63,93,0.011,0.,0.011,0.011,0.,0.011,0.119,0.,0.119,0.033,0.,0.033,0.056,0.,0.056,0.021,0.,0.021
94,0,94,191,3,94,0.056,0.003,0.053,,,,,,,0.055,0.,0.055,0.115,0.,0.115,0.096,0.,0.096
95,0,95,193,3,95,,,,,,,0.146,0.,0.146,0.058,0.,0.058,,,,,,
96,0,96,195,3,96,,,,,,,,,,0.056,0.,0.056,,,,,,
96,1,32,199,7,96,,,,,,,0.153,0.,0.153,0.049,0.,0.049,0.111,0.,0.111,,,
97,0,97,197,3,97,0.073,0.,0.073,0.058,0.,0.058,,,,0.057,0.,0.057,0.123,0.,0.123,0.088,0.,0.088
98,0,98,199,3,98,,,,,,,,,,0.059,0.,0.059,,,,,,
98,2,14,211,15,98,0.027,0.,0.027,0.027,0.,0.027,0.147,0.,0.147,0.043,0.,0.043,0.09,0.,0.09,0.045,0.,0.045
99,0,99,201,3,99,,,,,,,,,,0.062,0.,0.062,,,,,,
99,1,33,205,7,99,0.042,0.,0.042,0.044,0.,0.044,,,,0.052,0.,0.052,0.111,0.,0.111,0.072,0.,0.072
100,0,100,203,3,100,0.064,0.,0.064,,,,,,,0.065,0.,0.065,0.122,0.,0.122,0.095,0.,0.095
101,0,101,205,3,101,,,,,,,,,,0.062,0.,0.062,,,,,,
102,0,102,207,3,102,,,,,,,,,,0.068,0.,0.068,,,,,,
102,1,34,211,7,102,,,,,,,0.176,0.,0.176,0.054,0.,0.054,0.125,0.,0.125,,,
103,0,103,209,3,103,0.069,0.,0.069,0.16,0.,0.16,,,,0.07,0.,0.07,0.127,0.,0.127,0.099,0.,0.099
104,0,104,211,3,104,,,,,,,,,,0.07,0.,0.07,,,,,,
105,0,105,213,3,105,,,,,,,,,,0.075,0.,0.075,,,,,,
105,1,35,217,7,105,0.047,0.,0.047,0.048,0.,0.048,,,,0.064,0.,0.064,0.124,0.003,0.12,0.078,0.,0.078
105,2,15,225,15,105,0.03,0.,0.03,0.033,0.,0.033,,,,0.047,0.,0.047,0.098,0.,0.097,0.055,0.,0.055
105,3,7,241,31,105,0.02,0.,0.02,0.019,0.,0.019,0.179,0.,0.179,0.041,0.,0.041,0.08,0.,0.08,0.032,0.,0.032
106,0,106,215,3,106,0.071,0.,0.071,,,,,,,0.068,0.,0.068,0.138,0.,0.138,0.109,0.,0.109
107,0,107,217,3,107,,,,,,,,,,0.075,0.,0.075,,,,,,
108,0,108,219,3,108,,,,,,,,,,0.069,0.,0.069,,,,,,
108,1,36,223,7,108,,,,,,,,,,0.062,0.,0.062,0.127,0.,0.127,,,
109,0,109,221,3,109,0.075,0.,0.075,0.096,0.,0.096,,,,0.08,0.003,0.076,0.146,0.,0.146,0.115,0.,0.115
110,0,110,223,3,110,,,,,,,,,,0.079,0.,0.079,,,,,,
111,0,111,225,3,111,,,,,,,,,,0.074,0.003,0.071,,,,,,
111,1,37,229,7,111,0.051,0.,0.051,0.052,0.,0.052,,,,0.075,0.,0.075,0.133,0.,0.133,0.087,0.,0.087
112,0,112,227,3,112,0.078,0.,0.078,,,,,,,0.084,0.,0.084,0.157,0.,0.157,0.12,0.,0.12
112,2,16,239,15,112,0.032,0.,0.032,0.036,0.,0.036,,,,0.052,0.,0.052,0.11,0.,0.11,0.063,0.,0.063
113,0,113,229,3,113,,,,,,,,,,0.094,0.,0.094,,,,,,
114,0,114,231,3,114,,,,,,,,,,0.077,0.,0.077,,,,,,
114,1,38,235,7,114,,,,,,,,,,0.066,0.,0.066,0.14,0.,0.139,,,
115,0,115,233,3,115,0.082,0.,0.082,0.08,0.,0.08,,,,0.087,0.,0.087,0.163,0.,0.163,0.126,0.,0.126
116,0,116,235,3,116,,,,,,,,,,0.088,0.,0.088,,,,,,
117,0,117,237,3,117,,,,,,,,,,0.081,0.,0.081,,,,,,
117,1,39,241,7,117,0.056,0.,0.056,0.057,0.,0.057,,,,0.069,0.,0.069,0.152,0.,0.152,0.099,0.,0.099
118,0,118,239,3,118,0.084,0.,0.084,,,,,,,0.081,0.,0.081,0.176,0.,0.176,0.132,0.,0.132
119,0,119,241,3,119,,,,,,,,,,0.092,0.,0.092,,,,,,
119,2,17,253,15,119,0.036,0.,0.036,0.038,0.,0.038,,,,0.057,0.,0.057,0.125,0.,0.125,0.067,0.,0.067
120,0,120,243,3,120,,,,,,,,,,0.093,0.,0.093,,,,,,
120,1,40,247,7,120,,,,,,,,,,0.075,0.,0.075,0.152,0.003,0.148,,,
120,3,8,271,31,120,0.023,0.,0.023,0.025,0.,0.025,0.25,0.,0.25,0.049,0.,0.049,0.098,0.002,0.095,0.041,0.,0.041
121,0,121,245,3,121,0.087,0.,0.087,0.101,0.,0.101,,,,0.085,0.,0.085,0.178,0.,0.178,0.136,0.,0.136
122,0,122,247,3,122,,,,,,,,,,0.086,0.,0.086,,,,,,
123,0,123,249,3,123,,,,,,,,,,0.096,0.003,0.092,,,,,,
123,1,41,253,7,123,0.063,0.,0.063,0.072,0.,0.072,,,,0.074,0.,0.074,0.162,0.003,0.158,0.112,0.,0.112
124,0,124,251,3,124,0.093,0.,0.093,,,,,,,0.102,0.,0.102,0.197,0.,0.197,0.149,0.003,0.145
124,4,4,311,63,124,0.017,0.,0.017,0.017,0.,0.017,0.232,0.,0.231,0.051,0.,0.051,0.091,0.,0.091,0.029,0.,0.029
125,0,125,253,3,125,,,,,,,,,,0.089,0.,0.089,,,,,,
126,0,126,255,3,126,,,,,,,,,,0.089,0.,0.089,,,,,,
126,1,42,259,7,126,,,,,,,,,,0.093,0.,0.093,0.177,0.004,0.173,,,
126,2,18,267,15,126,0.042,0.,0.042,0.043,0.,0.043,,,,0.063,0.,0.063,0.137,0.,0.137,0.073,0.,0.073
126,5,2,379,127,126,0.015,0.003,0.011,0.013,0.,0.013,,,,0.05,0.,0.05,0.088,0.003,0.084,0.021,0.,0.021
127,0,127,257,3,127,0.116,0.,0.116,0.098,0.,0.098,,,,0.094,0.003,0.09,0.203,0.,0.203,0.15,0.,0.15
127,6,1,509,255,127,0.013,0.,0.013,0.01,0.,0.01,0.162,0.,0.162,0.056,0.,0.056,0.084,0.,0.084,0.015,0.,0.015
128,0,128,259,3,128,,,,,,,,,,0.097,0.,0.097,,,,,,
129,0,129,261,3,129,,,,,,,,,,0.098,0.,0.098,0.192,0.,0.192,,,
129,1,43,265,7,129,0.07,0.,0.07,0.072,0.,0.072,,,,0.098,0.,0.098,0.173,0.,0.173,0.122,0.,0.122
130,0,130,263,3,130,0.102,0.,0.102,,,,,,,0.104,0.,0.104,,,,0.156,0.,0.156
131,0,131,265,3,131,,,,,,,,,,0.105,0.002,0.103,,,,,,
132,0,132,267,3,132,,,,,,,,,,0.107,0.,0.107,,,,,,
132,1,44,271,7,132,,,,,,,0.266,0.,0.266,0.089,0.,0.089,,,,,,
133,0,133,269,3,133,0.109,0.003,0.105,0.109,0.,0.109,,,,0.109,0.,0.109,,,,0.168,0.,0.168
133,2,19,281,15,133,0.044,0.,0.044,0.046,0.,0.046,,,,0.073,0.,0.073,0.143,0.,0.143,0.08,0.,0.08
134,0,134,271,3,134,,,,,,,,,,0.102,0.,0.102,,,,,,
135,0,135,273,3,135,,,,,,,,,,0.104,0.,0.104,,,,,,
135,1,45,277,7,135,0.078,0.,0.078,0.08,0.,0.08,,,,0.092,0.,0.092,,,,0.131,0.,0.131
135,3,9,301,31,135,0.029,0.,0.029,0.031,0.,0.031,0.29,0.,0.29,0.062,0.,0.062,0.132,0.,0.132,0.074,0.,0.074
136,0,136,275,3,136,0.109,0.,0.109,,,,,,,0.102,0.,0.102,,,,0.175,0.,0.175
137,0,137,277,3,137,,,,,,,,,,0.109,0.,0.109,,,,,,
138,0,138,279,3,138,,,,,,,,,,0.106,0.,0.106,,,,,,
138,1,46,283,7,138,,,,,,,,,,0.097,0.,0.097,,,,0.141,0.,0.141
139,0,139,281,3,139,0.114,0.,0.114,0.116,0.,0.116,,,,0.108,0.,0.108,,,,,,
140,0,140,283,3,140,,,,,,,,,,0.109,0.,0.109,,,,,,
140,2,20,295,15,140,0.05,0.,0.05,0.051,0.,0.051,,,,0.078,0.,0.078,,,,0.09,0.,0.09
141,0,141,285,3,141,,,,,,,,,,0.111,0.,0.111,,,,,,
141,1,47,289,7,141,0.078,0.,0.078,0.087,0.,0.087,,,,0.104,0.,0.104,,,,,,
142,0,142,287,3,142,0.119,0.,0.119,,,,,,,0.115,0.,0.115,,,,,,
143,0,143,289,3,143,,,,,,,,,,0.12,0.,0.12,,,,,,
144,0,144,291,3,144,,,,,,,,,,0.13,0.,0.13,,,,,,
144,1,48,295,7,144,,,,,,,,,,0.103,0.,0.103,,,,,,
