param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
78,0,78,159,3,78,,,,,,,,,,0.022,0.,0.022,,,,,,
78,1,26,163,7,78,,,,,,,0.058,0.,0.058,0.017,0.,0.017,0.04,0.,0.04,,,
79,0,79,161,3,79,0.018,0.,0.018,0.019,0.,0.019,,,,0.023,0.,0.023,0.046,0.,0.046,0.035,0.,0.035
80,0,80,163,3,80,,,,,,,,,,0.021,0.,0.021,,,,,,
81,0,81,165,3,81,,,,,,,0.062,0.,0.062,0.023,0.,0.023,,,,,,
81,1,27,169,7,81,0.013,0.,0.013,0.013,0.,0.013,,,,0.018,0.,0.018,0.041,0.,0.041,0.028,0.,0.028
82,0,82,167,3,82,0.019,0.,0.019,,,,,,,0.023,0.,0.023,0.049,0.,0.049,0.038,0.,0.038
83,0,83,169,3,83,,,,,,,,,,0.024,0.,0.023,,,,,,
84,0,84,171,3,84,,,,,,,,,,0.023,0.,0.023,,,,,,
84,1,28,175,7,84,,,,,,,,,,0.02,0.,0.02,0.043,0.,0.043,,,
84,2,12,183,15,84,0.009,0.,0.009,0.009,0.,0.009,0.058,0.,0.058,0.016,0.,0.016,0.035,0.,0.035,0.021,0.,0.021
85,0,85,173,3,85,0.023,0.,0.023,0.02,0.,0.02,,,,0.028,0.,0.028,0.055,0.,0.054,0.04,0.,0.04
86,0,86,175,3,86,,,,,,,,,,0.026,0.,0.026,,,,,,
87,0,87,177,3,87,,,,,,,,,,0.028,0.,0.028,,,,,,
87,1,29,181,7,87,0.015,0.,0.015,0.016,0.,0.016,0.073,0.,0.073,0.021,0.,0.021,0.047,0.001,0.046,0.033,0.,0.033
88,0,88,179,3,88,0.021,0.,0.021,,,,0.075,0.,0.074,0.028,0.,0.028,0.059,0.,0.059,0.044,0.,0.044
89,0,89,181,3,89,,,,,,,,,,0.031,0.,0.031,,,,,,
90,0,90,183,3,90,,,,,,,,,,0.026,0.,0.026,,,,,,
90,1,30,187,7,90,,,,,,,,,,0.023,0.,0.023,0.047,0.,0.047,,,
90,3,6,211,31,90,0.008,0.,0.008,0.008,0.,0.007,0.064,0.,0.064,0.015,0.,0.015,0.034,0.,0.034,0.05,0.004,0.045
91,0,91,185,3,91,0.023,0.,0.023,0.024,0.,0.024,,,,0.027,0.,0.027,0.063,0.,0.063,0.047,0.,0.047
91,2,13,197,15,91,0.01,0.,0.01,0.011,0.,0.011,,,,0.019,0.,0.019,0.041,0.,0.041,0.024,0.,0.024
92,0,92,187,3,92,,,,,,,,,,0.028,0.,0.028,,,,,,
93,0,93,189,3,93,,,,,,,,,,0.028,0.,0.028,,,,,,
93,1,31,193,7,93,0.016,0.,0.016,0.016,0.,0.016,,,,0.025,0.,0.025,0.05,0.,0.05,0.035,0.,0.035
93,4,3,249,63,93,0.005,0.,0.005,0.004,0.,0.004,0.061,0.,0.061,0.016,0.,0.016,0.029,0.,0.029,0.01,0.,0.01
94,0,94,191,3,94,0.025,0.,0.025,,,,,,,0.031,0.,0.031,0.068,0.,0.068,0.049,0.,0.049
95,0,95,193,3,95,,,,,,,0.083,0.,0.083,0.031,0.,0.031,,,,,,
96,0,96,195,3,96,,,,,,,,,,0.034,0.,0.034,,,,,,
96,1,32,199,7,96,,,,,,,0.08,0.,0.079,0.027,0.,0.027,0.053,0.,0.053,,,
97,0,97,197,3,97,0.026,0.,0.026,0.027,0.,0.027,,,,0.032,0.,0.032,0.071,0.,0.071,0.053,0.,0.052
98,0,98,199,3,98,,,,,,,,,,0.035,0.,0.035,,,,,,
98,2,14,211,15,98,0.012,0.,0.012,0.012,0.,0.012,0.081,0.,0.081,0.022,0.,0.022,0.045,0.,0.045,0.027,0.,0.027
99,0,99,201,3,99,,,,,,,,,,0.035,0.,0.035,,,,,,
99,1,33,205,7,99,0.019,0.,0.019,0.019,0.,0.019,,,,0.029,0.,0.029,0.056,0.,0.055,0.042,0.,0.041
100,0,100,203,3,100,0.027,0.,0.027,,,,,,,0.037,0.,0.037,0.074,0.,0.074,0.058,0.,0.058
101,0,101,205,3,101,,,,,,,,,,0.035,0.,0.035,,,,,,
102,0,102,207,3,102,,,,,,,,,,0.042,0.,0.042,,,,,,
102,1,34,211,7,102,,,,,,,0.107,0.,0.107,0.028,0.,0.028,0.059,0.,0.059,,,
103,0,103,209,3,103,0.032,0.,0.032,0.03,0.,0.03,,,,0.038,0.,0.037,0.077,0.,0.077,0.062,0.,0.061
104,0,104,211,3,104,,,,,,,,,,0.037,0.001,0.036,,,,,,
105,0,105,213,3,105,,,,,,,,,,0.041,0.,0.041,,,,,,
105,1,35,217,7,105,0.02,0.,0.02,0.02,0.,0.02,,,,0.032,0.,0.032,0.062,0.,0.062,0.047,0.,0.046
105,2,15,225,15,105,0.013,0.,0.013,0.014,0.,0.014,,,,0.023,0.,0.023,0.05,0.,0.05,0.032,0.,0.032
105,3,7,241,31,105,0.008,0.,0.008,0.047,0.004,0.043,0.085,0.,0.084,0.019,0.,0.019,0.042,0.,0.042,0.017,0.,0.017
106,0,106,215,3,106,0.031,0.,0.03,,,,,,,0.037,0.,0.037,0.08,0.,0.08,0.064,0.,0.064
107,0,107,217,3,107,,,,,,,,,,0.04,0.,0.04,,,,,,
108,0,108,219,3,108,,,,,,,,,,0.039,0.,0.039,,,,,,
108,1,36,223,7,108,,,,,,,,,,0.032,0.,0.032,0.066,0.,0.066,,,
109,0,109,221,3,109,0.033,0.,0.033,0.035,0.,0.035,,,,0.04,0.,0.04,0.08,0.,0.08,0.064,0.,0.063
110,0,110,223,3,110,,,,,,,,,,0.042,0.,0.041,,,,,,
111,0,111,225,3,111,,,,,,,,,,0.041,0.,0.041,,,,,,
111,1,37,229,7,111,0.022,0.,0.022,0.024,0.,0.024,,,,0.035,0.,0.035,0.069,0.,0.069,0.05,0.,0.05
112,0,112,227,3,112,0.034,0.,0.033,,,,,,,0.044,0.,0.044,0.084,0.001,0.083,0.067,0.,0.067
112,2,16,239,15,112,0.014,0.,0.014,0.015,0.,0.014,,,,0.028,0.,0.028,0.056,0.,0.056,0.034,0.,0.034
113,0,113,229,3,113,,,,,,,,,,0.04,0.,0.04,,,,,,
114,0,114,231,3,114,,,,,,,,,,0.043,0.,0.043,,,,,,
114,1,38,235,7,114,,,,,,,,,,0.035,0.,0.035,0.072,0.,0.071,,,
115,0,115,233,3,115,0.036,0.,0.036,0.036,0.,0.036,,,,0.047,0.,0.047,0.096,0.,0.096,0.072,0.,0.072
116,0,116,235,3,116,,,,,,,,,,0.042,0.,0.042,,,,,,
117,0,117,237,3,117,,,,,,,,,,0.046,0.,0.046,,,,,,
117,1,39,241,7,117,0.025,0.,0.025,0.025,0.,0.025,,,,0.038,0.,0.038,0.076,0.,0.076,0.057,0.,0.057
118,0,118,239,3,118,0.036,0.,0.036,,,,,,,0.048,0.,0.047,0.091,0.,0.091,0.081,0.,0.081
119,0,119,241,3,119,,,,,,,,,,0.05,0.001,0.049,,,,,,
119,2,17,253,15,119,0.018,0.,0.018,0.016,0.,0.016,,,,0.029,0.,0.029,0.062,0.,0.062,0.038,0.,0.038
120,0,120,243,3,120,,,,,,,,,,0.046,0.,0.046,,,,,,
120,1,40,247,7,120,,,,,,,,,,0.038,0.,0.038,0.079,0.,0.078,,,
120,3,8,271,31,120,0.01,0.,0.01,0.01,0.,0.01,0.117,0.,0.117,0.026,0.,0.026,0.058,0.,0.058,0.022,0.,0.022
121,0,121,245,3,121,0.04,0.,0.04,0.042,0.,0.042,,,,0.048,0.,0.047,0.1,0.,0.1,0.084,0.,0.084
122,0,122,247,3,122,,,,,,,,,,0.051,0.,0.051,,,,,,
123,0,123,249,3,123,,,,,,,,,,0.053,0.,0.053,,,,,,
123,1,41,253,7,123,0.027,0.,0.026,0.029,0.,0.029,,,,0.041,0.,0.041,0.083,0.,0.083,0.064,0.,0.064
124,0,124,251,3,124,0.04,0.,0.04,,,,,,,0.049,0.,0.049,0.102,0.,0.101,0.089,0.,0.089
124,4,4,311,63,124,0.007,0.,0.007,0.007,0.,0.007,0.111,0.,0.111,0.023,0.,0.023,0.046,0.,0.046,0.018,0.,0.018
125,0,125,253,3,125,,,,,,,,,,0.05,0.,0.05,,,,,,
126,0,126,255,3,126,,,,,,,,,,0.06,0.,0.06,,,,,,
126,1,42,259,7,126,,,,,,,,,,0.046,0.,0.046,0.087,0.,0.086,,,
126,2,18,267,15,126,0.017,0.,0.017,0.018,0.,0.018,,,,0.035,0.,0.035,0.068,0.,0.068,0.043,0.,0.043
126,5,2,379,127,126,0.007,0.,0.007,0.005,0.,0.005,,,,0.022,0.,0.022,0.042,0.,0.042,0.012,0.,0.012
127,0,127,257,3,127,0.043,0.,0.043,0.043,0.,0.042,,,,0.054,0.,0.054,0.109,0.,0.109,0.087,0.,0.087
127,6,1,509,255,127,0.006,0.,0.006,0.005,0.,0.005,0.092,0.,0.092,0.026,0.,0.026,0.041,0.,0.041,0.01,0.,0.01
128,0,128,259,3,128,,,,,,,,,,0.056,0.,0.056,,,,,,
129,0,129,261,3,129,,,,,,,,,,0.062,0.,0.062,0.105,0.,0.105,,,
129,1,43,265,7,129,0.032,0.,0.032,0.031,0.,0.031,,,,0.046,0.,0.046,0.09,0.,0.09,0.07,0.,0.07
130,0,130,263,3,130,0.047,0.,0.047,,,,,,,0.058,0.,0.058,,,,0.091,0.,0.091
131,0,131,265,3,131,,,,,,,,,,0.074,0.,0.074,,,,,,
132,0,132,267,3,132,,,,,,,,,,0.07,0.,0.07,,,,,,
132,1,44,271,7,132,,,,,,,0.156,0.,0.155,0.049,0.,0.049,,,,,,
133,0,133,269,3,133,0.045,0.,0.045,0.049,0.,0.049,,,,0.075,0.,0.074,,,,0.101,0.,0.101
133,2,19,281,15,133,0.019,0.,0.019,0.02,0.,0.02,,,,0.036,0.,0.036,0.077,0.,0.077,0.047,0.,0.047
134,0,134,271,3,134,,,,,,,,,,0.068,0.,0.068,,,,,,
135,0,135,273,3,135,,,,,,,,,,0.065,0.,0.065,,,,,,
135,1,45,277,7,135,0.031,0.,0.031,0.036,0.,0.036,,,,0.051,0.,0.051,,,,0.077,0.,0.077
135,3,9,301,31,135,0.014,0.,0.014,0.014,0.,0.014,0.15,0.,0.15,0.03,0.,0.03,0.072,0.,0.072,0.027,0.,0.027
136,0,136,275,3,136,0.05,0.,0.05,,,,,,,0.058,0.,0.058,,,,0.1,0.,0.1
137,0,137,277,3,137,,,,,,,,,,0.059,0.,0.059,,,,,,
138,0,138,279,3,138,,,,,,,,,,0.064,0.,0.064,,,,,,
138,1,46,283,7,138,,,,,,,,,,0.169,0.,0.169,,,,0.078,0.,0.077
139,0,139,281,3,139,0.055,0.,0.055,0.052,0.,0.051,,,,0.087,0.001,0.085,,,,,,
140,0,140,283,3,140,,,,,,,,,,0.068,0.001,0.066,,,,,,
140,2,20,295,15,140,0.021,0.,0.021,0.022,0.,0.022,,,,0.04,0.,0.04,,,,0.057,0.,0.057
141,0,141,285,3,141,,,,,,,,,,0.066,0.003,0.063,,,,,,
141,1,47,289,7,141,0.034,0.,0.034,0.037,0.,0.036,,,,0.056,0.,0.056,,,,,,
142,0,142,287,3,142,0.052,0.,0.052,,,,,,,0.067,0.001,0.066,,,,,,
143,0,143,289,3,143,,,,,,,,,,0.067,0.,0.067,,,,,,
144,0,144,291,3,144,,,,,,,,,,0.07,0.,0.069,,,,,,
144,1,48,295,7,144,,,,,,,,,,0.071,0.,0.071,,,,,,
145,0,145,293,3,145,0.053,0.,0.053,0.055,0.,0.054,,,,0.068,0.,0.068,,,,,,
